Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,"LateAircraftDelay
",Oairname,OCity,OCountry,OLatitude,OLongitude,Dair,DCity,DCountry,DLatitude,DLongitude
2008,1,3,4,901,900,1051,1100,WN,425,N267WN,230,240,216,-9,1,MCI,OAK,1489,4,10,0,,0,NA,NA,NA,NA,"NA
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,621,620,729,730,WN,215,N248WN,68,70,49,-1,1,MCI,OKC,313,4,15,0,,0,NA,NA,NA,NA,"NA
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733
2008,1,3,4,2135,2125,2239,2235,WN,727,N399WN,64,70,50,4,10,MCI,OKC,313,4,10,0,,0,NA,NA,NA,NA,"NA
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733
2008,1,3,4,1309,1230,1455,1425,WN,914,N692SW,226,235,214,30,39,MCI,PDX,1481,4,8,0,,0,5,0,0,0,"25
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Portland Intl,Portland,United States,45.588722,-122.5975
2008,1,3,4,1644,1635,1839,1830,WN,655,N728SW,175,175,160,9,9,MCI,PHX,1044,5,10,0,,0,NA,NA,NA,NA,"NA
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,1108,1045,1255,1240,WN,3943,N310SW,167,175,154,15,23,MCI,PHX,1044,5,8,0,,0,11,0,0,0,"4
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,811,755,937,935,WN,2298,N338SW,206,220,187,2,16,MCI,SAN,1333,12,7,0,,0,NA,NA,NA,NA,"NA
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,San Diego Intl,San Diego,United States,32.733556,-117.189667
2008,1,3,4,1911,1850,2054,2045,WN,102,N639SW,223,235,208,9,21,MCI,SMF,1442,5,10,0,,0,NA,NA,NA,NA,"NA
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,1537,1450,1628,1545,WN,283,N213WN,51,55,37,43,47,MCI,STL,237,4,10,0,,0,0,0,0,0,"43
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,3,4,901,905,948,1000,WN,1488,N461WN,47,55,36,-12,-4,MCI,STL,237,4,7,0,,0,NA,NA,NA,NA,"NA
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,3,4,1202,1200,1254,1255,WN,2972,N634SW,52,55,39,-1,2,MCI,STL,237,3,10,0,,0,NA,NA,NA,NA,"NA
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,3,4,818,805,1145,1135,WN,629,N376SW,147,150,131,10,13,MCI,TPA,1048,4,12,0,,0,NA,NA,NA,NA,"NA
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Tampa Intl,Tampa,United States,27.975472,-82.53325
2008,1,3,4,1102,1030,1152,1125,WN,407,N636WN,50,55,37,27,32,MCI,TUL,223,3,10,0,,0,7,0,0,0,"20
",Kansas City Intl,Kansas City,United States,39.297606,-94.713905,Tulsa Intl,Tulsa,United States,36.198389,-95.888111
2008,1,3,4,1331,1245,1528,1455,WN,2284,N409WN,237,250,221,33,46,MCO,ABQ,1552,5,11,0,,0,4,0,0,0,"29
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944
2008,1,3,4,2002,1955,2243,2235,WN,1744,N387SW,161,160,148,8,7,MCO,ALB,1073,4,9,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Albany Intl,Albany,United States,42.748267,-73.801692
2008,1,3,4,832,830,1123,1110,WN,3150,N284WN,171,160,156,13,2,MCO,ALB,1073,2,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Albany Intl,Albany,United States,42.748267,-73.801692
2008,1,3,4,1648,1645,1929,1920,WN,365,N664WN,161,155,148,9,3,MCO,BDL,1050,4,9,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Bradley Intl,Windsor Locks,United States,41.938889,-72.683222
2008,1,3,4,729,725,1012,1005,WN,2620,N468WN,163,160,145,7,4,MCO,BDL,1050,5,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Bradley Intl,Windsor Locks,United States,41.938889,-72.683222
2008,1,3,4,1705,1655,1735,1730,WN,2036,N650SW,90,95,78,5,10,MCO,BHM,478,3,9,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Birmingham Intl,Birmingham,United States,33.562942,-86.75355
2008,1,3,4,1022,1015,1116,1115,WN,1413,N706SW,114,120,96,1,7,MCO,BNA,616,6,12,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,3,4,1404,1400,1458,1500,WN,3082,N659SW,114,120,96,-2,4,MCO,BNA,616,4,14,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,3,4,643,630,733,725,WN,3846,N785SW,110,115,94,8,13,MCO,BNA,616,3,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,3,4,1446,1445,1720,1720,WN,443,N478WN,154,155,142,0,1,MCO,BUF,1011,3,9,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Buffalo Niagara Intl,Buffalo,United States,42.940525,-78.732167
2008,1,3,4,644,640,854,845,WN,97,N902WN,130,125,114,9,4,MCO,BWI,787,5,11,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,2001,2005,2203,2210,WN,832,N477WN,122,125,106,-7,-4,MCO,BWI,787,4,12,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,1727,1710,1929,1920,WN,1170,N625SW,122,130,109,9,17,MCO,BWI,787,3,10,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,1346,1335,1554,1540,WN,2801,N713SW,128,125,111,14,11,MCO,BWI,787,4,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,1035,1025,1248,1230,WN,3220,N667SW,133,125,118,18,10,MCO,BWI,787,5,10,0,,0,0,0,8,10,"0
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,1124,1110,1350,1335,WN,2366,N662SW,146,145,130,15,14,MCO,CLE,895,5,11,0,,0,11,0,1,0,"3
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Cleveland Hopkins Intl,Cleveland,United States,41.411689,-81.849794
2008,1,3,4,1928,1910,2143,2125,WN,1602,N425LV,135,135,113,18,18,MCO,CMH,802,5,17,0,,0,18,0,0,0,"0
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
2008,1,3,4,1544,1525,1744,1740,WN,1063,N235WN,240,255,225,4,19,MCO,DEN,1545,5,10,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Denver Intl,Denver,United States,39.861656,-104.673178
2008,1,3,4,1109,1055,1403,1335,WN,399,N621SW,174,160,147,28,14,MCO,DTW,957,9,18,0,,0,5,0,14,0,"9
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389
2008,1,3,4,2103,2055,2158,2155,WN,380,N444WN,55,60,39,3,8,MCO,FLL,178,4,12,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
2008,1,3,4,1328,1325,1422,1425,WN,543,N736SA,54,60,35,-3,3,MCO,FLL,178,7,12,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
2008,1,3,4,715,715,809,810,WN,1149,N614SW,54,55,34,-1,0,MCO,FLL,178,6,14,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
2008,1,3,4,622,615,750,755,WN,10,N333SW,148,160,132,-5,7,MCO,HOU,848,3,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,3,4,1100,1040,1228,1220,WN,430,N752SW,148,160,134,8,20,MCO,HOU,848,3,11,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,3,4,2105,2045,2234,2225,WN,3046,N638SW,149,160,131,9,20,MCO,HOU,848,4,14,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,3,4,1234,1220,1447,1425,WN,1317,N366SW,133,125,111,22,14,MCO,IAD,758,4,18,0,,0,14,0,8,0,"0
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Washington Dulles Intl,Washington,United States,38.944533,-77.455811
2008,1,3,4,1912,1840,2149,2105,WN,3256,N659SW,157,145,126,44,32,MCO,IND,828,8,23,0,,0,31,0,12,0,"1
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Indianapolis Intl,Indianapolis,United States,39.717331,-86.294383
2008,1,3,4,1602,1550,1829,1815,WN,630,N786SW,147,145,134,14,12,MCO,ISP,972,4,9,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
2008,1,3,4,1103,1100,1337,1330,WN,2784,N709SW,154,150,139,7,3,MCO,ISP,972,5,10,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
2008,1,3,4,1510,1355,1738,1620,WN,3864,N779SW,148,145,135,78,75,MCO,ISP,972,5,8,0,,0,12,0,3,0,"63
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
2008,1,3,4,1024,1015,1236,1230,WN,2354,N258WN,312,315,291,6,9,MCO,LAS,2039,7,14,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,1629,1620,1821,1825,WN,1493,N356SW,172,185,157,-4,9,MCO,MCI,1072,4,11,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
2008,1,3,4,1812,1705,2001,1855,WN,163,N469WN,169,170,150,66,67,MCO,MDW,989,6,13,0,,0,46,0,0,0,"20
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,3,4,622,615,817,805,WN,561,N766SW,175,170,152,12,7,MCO,MDW,989,7,16,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,3,4,823,820,1008,1010,WN,658,N231WN,165,170,146,-2,3,MCO,MDW,989,3,16,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,3,4,1214,1210,1424,1355,WN,1852,N239WN,190,165,146,29,4,MCO,MDW,989,34,10,0,,0,0,0,29,0,"0
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,3,4,1236,1235,1538,1525,WN,3,N308SA,182,170,171,13,1,MCO,MHT,1142,3,8,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Manchester Regional Airport,Manchester NH,United States,42.932556,-71.435667
2008,1,3,4,636,630,930,915,WN,589,N419WN,174,165,154,15,6,MCO,MHT,1142,4,16,0,,0,0,0,9,6,"0
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Manchester Regional Airport,Manchester NH,United States,42.932556,-71.435667
2008,1,3,4,1034,1035,1342,1325,WN,3429,N368SW,188,170,175,17,-1,MCO,MHT,1142,4,9,0,,0,0,0,17,0,"0
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Manchester Regional Airport,Manchester NH,United States,42.932556,-71.435667
2008,1,3,4,749,735,843,830,WN,467,N626SW,114,115,90,13,14,MCO,MSY,550,4,20,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Louis Armstrong New Orleans Intl,New Orleans,United States,29.993389,-90.258028
2008,1,3,4,1930,1920,2014,2015,WN,3134,N355SW,104,115,85,-1,10,MCO,MSY,550,7,12,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Louis Armstrong New Orleans Intl,New Orleans,United States,29.993389,-90.258028
2008,1,3,4,1524,1500,1714,1650,WN,1320,N456WN,110,110,92,24,24,MCO,ORF,655,5,13,0,,0,0,0,17,0,"7
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Norfolk Intl,Norfolk,United States,36.894611,-76.201222
2008,1,3,4,1421,1415,1643,1645,WN,348,N276WN,142,150,129,-2,6,MCO,PHL,861,4,9,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
2008,1,3,4,919,920,1150,1145,WN,837,N363SW,151,145,137,5,-1,MCO,PHL,861,4,10,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
2008,1,3,4,2104,2105,2315,2330,WN,1915,N785SW,131,145,118,-15,-1,MCO,PHL,861,4,9,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
2008,1,3,4,1730,1620,2028,1920,WN,1484,N242WN,298,300,276,68,70,MCO,PHX,1848,8,14,0,,0,68,0,0,0,"0
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,932,930,1152,1145,WN,2361,N348SW,140,135,124,7,2,MCO,PIT,834,7,9,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Pittsburgh Intl,Pittsburgh,United States,40.491467,-80.232872
2008,1,3,4,2115,2115,2346,2355,WN,940,N493WN,151,160,136,-9,0,MCO,PVD,1073,3,12,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Theodore Francis Green State,Providence,United States,41.732581,-71.420383
2008,1,3,4,952,950,1236,1230,WN,1074,N705SW,164,160,147,6,2,MCO,PVD,1073,4,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Theodore Francis Green State,Providence,United States,41.732581,-71.420383
2008,1,3,4,645,635,921,915,WN,2281,N786SW,156,160,139,6,10,MCO,PVD,1073,4,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Theodore Francis Green State,Providence,United States,41.732581,-71.420383
2008,1,3,4,711,710,855,845,WN,334,N282WN,104,95,81,10,1,MCO,RDU,534,10,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Raleigh Durham Intl,Raleigh-durham,United States,35.877639,-78.787472
2008,1,3,4,1005,955,1139,1130,WN,2621,N266WN,94,95,82,9,10,MCO,RDU,534,3,9,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Raleigh Durham Intl,Raleigh-durham,United States,35.877639,-78.787472
2008,1,3,4,1013,955,1100,1045,WN,150,N355SW,47,50,35,15,18,MCO,RSW,133,3,9,0,,0,15,0,0,0,"0
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167
2008,1,3,4,1323,1315,1409,1405,WN,2368,N786SW,46,50,31,4,8,MCO,RSW,133,2,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167
2008,1,3,4,1030,1030,1226,1235,WN,1112,N795SW,176,185,153,-9,0,MCO,SAT,1040,3,20,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,San Antonio Intl,San Antonio,United States,29.533694,-98.469778
2008,1,3,4,951,945,1154,1155,WN,187,N690SW,123,130,107,-1,6,MCO,SDF,718,3,13,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Louisville International Airport,Louisville,United States,38.1740858,-85.7364989
2008,1,3,4,1314,1250,1438,1425,WN,440,N720WN,144,155,131,13,24,MCO,STL,880,3,10,0,,0,NA,NA,NA,NA,"NA
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,3,4,2230,2035,2346,2210,WN,2300,N291WN,136,155,122,96,115,MCO,STL,880,3,11,0,,0,0,0,0,6,"90
",Orlando Intl,Orlando,United States,28.429394,-81.308994,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,3,4,912,910,1111,1115,WN,1008,N748SW,179,185,159,-4,2,MDW,ABQ,1121,3,17,0,,0,NA,NA,NA,NA,"NA
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944
2008,1,3,4,1051,1020,1341,1305,WN,95,N325SW,110,105,97,36,31,MDW,ALB,717,4,9,0,,0,18,0,5,0,"13
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Albany Intl,Albany,United States,42.748267,-73.801692
2008,1,3,4,759,745,1024,1030,WN,478,N403WN,145,165,128,-6,14,MDW,AUS,972,5,12,0,,0,NA,NA,NA,NA,"NA
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Austin Bergstrom Intl,Austin,United States,30.194528,-97.669889
2008,1,3,4,1930,1900,2228,2200,WN,245,N730SW,118,120,100,28,30,MDW,BDL,777,8,10,0,,0,28,0,0,0,"0
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Bradley Intl,Windsor Locks,United States,41.938889,-72.683222
2008,1,3,4,1423,1350,1720,1645,WN,885,N406WN,117,115,100,35,33,MDW,BDL,777,5,12,0,,0,33,0,2,0,"0
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Bradley Intl,Windsor Locks,United States,41.938889,-72.683222
2008,1,3,4,2238,1945,8,2125,WN,313,N374SW,90,100,81,163,173,MDW,BHM,570,3,6,0,,0,22,0,0,0,"141
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Birmingham Intl,Birmingham,United States,33.562942,-86.75355
2008,1,3,4,1034,1030,1142,1145,WN,640,N399WN,68,75,57,-3,4,MDW,BNA,395,5,6,0,,0,NA,NA,NA,NA,"NA
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,3,4,1247,1210,1358,1325,WN,813,N679AA,71,75,60,33,37,MDW,BNA,395,5,6,0,,0,14,0,0,0,"19
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,3,4,2156,2035,2309,2155,WN,851,N238WN,73,80,60,74,81,MDW,BNA,395,4,9,0,,0,36,0,0,0,"38
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,3,4,2221,2110,2332,2225,WN,1973,N347SW,71,75,54,67,71,MDW,BNA,395,4,13,0,,0,20,0,0,0,"47
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,3,4,839,820,1058,1040,WN,1690,N217JC,79,80,65,18,19,MDW,BUF,468,4,10,0,,0,11,0,0,0,"7
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Buffalo Niagara Intl,Buffalo,United States,42.940525,-78.732167
2008,1,3,4,2057,1955,2321,2215,WN,2975,N713SW,84,80,65,66,62,MDW,BUF,468,3,16,0,,0,46,0,4,0,"16
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Buffalo Niagara Intl,Buffalo,United States,42.940525,-78.732167
2008,1,3,4,1338,1300,1617,1545,WN,208,N763SW,99,105,88,32,38,MDW,BWI,611,4,7,0,,0,32,0,0,0,"0
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,1727,1715,2012,2000,WN,324,N253WN,105,105,90,12,12,MDW,BWI,611,4,11,0,,0,NA,NA,NA,NA,"NA
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,1110,1035,1348,1320,WN,2272,N263WN,98,105,86,28,35,MDW,BWI,611,3,9,0,,0,19,0,0,0,"9
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,602,600,851,845,WN,3499,N792SW,109,105,86,6,2,MDW,BWI,611,11,12,0,,0,NA,NA,NA,NA,"NA
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,2214,2105,17,2310,WN,153,N658SW,63,65,48,67,69,MDW,CLE,307,6,9,0,,0,0,0,0,0,"67
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Cleveland Hopkins Intl,Cleveland,United States,41.411689,-81.849794
2008,1,3,4,1202,1135,1403,1345,WN,628,N902WN,61,70,47,18,27,MDW,CLE,307,4,10,0,,0,8,0,0,0,"10
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Cleveland Hopkins Intl,Cleveland,United States,41.411689,-81.849794
2008,1,3,4,601,600,824,805,WN,2456,N255WN,83,65,61,19,1,MDW,CLE,307,6,16,0,,0,0,0,19,0,"0
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Cleveland Hopkins Intl,Cleveland,United States,41.411689,-81.849794
2008,1,3,4,1055,1055,1251,1300,WN,129,N497WN,56,65,45,-9,0,MDW,CMH,284,3,8,0,,0,NA,NA,NA,NA,"NA
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
2008,1,3,4,2316,2135,106,2335,WN,261,N340LV,50,60,39,91,101,MDW,CMH,284,3,8,0,,0,61,0,0,0,"30
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
2008,1,3,4,637,615,838,815,WN,950,N750SA,61,60,49,23,22,MDW,CMH,284,5,7,0,,0,0,22,1,0,"0
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
2008,1,3,4,1349,1325,1549,1530,WN,2470,N339SW,60,65,50,19,24,MDW,CMH,284,2,8,0,,0,19,0,0,0,"0
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
2008,1,3,4,2114,2025,2246,2155,WN,172,N780SW,152,150,128,51,49,MDW,DEN,895,7,17,0,,0,22,0,2,0,"27
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Denver Intl,Denver,United States,39.861656,-104.673178
2008,1,3,4,946,930,1109,1105,WN,902,N411WN,143,155,127,4,16,MDW,DEN,895,6,10,0,,0,NA,NA,NA,NA,"NA
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Denver Intl,Denver,United States,39.861656,-104.673178
2008,1,3,4,1526,1425,1650,1600,WN,1852,N239WN,144,155,129,50,61,MDW,DEN,895,6,9,0,,0,26,0,0,0,"24
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Denver Intl,Denver,United States,39.861656,-104.673178
2008,1,3,4,1238,1200,1447,1405,WN,308,N502SW,69,65,53,42,38,MDW,DTW,229,9,7,0,,0,14,0,4,0,"24
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389
2008,1,3,4,1908,1825,2108,2030,WN,1006,N523SW,60,65,42,38,43,MDW,DTW,229,3,15,0,,0,38,0,0,0,"0
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389
2008,1,3,4,1015,955,1218,1200,WN,1567,N785SW,63,65,52,18,20,MDW,DTW,229,5,6,0,,0,8,0,0,0,"10
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389
2008,1,3,4,NA,600,NA,805,WN,3326,,NA,65,NA,0,NA,MDW,DTW,229,NA,NA,1,A,0,NA,NA,NA,NA,"NA
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389
2008,1,3,4,1317,1305,1709,1700,WN,234,N798SW,172,175,152,9,12,MDW,FLL,1166,7,13,0,,0,NA,NA,NA,NA,"NA
",Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
