Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,"LateAircraftDelay ",Oaname,OCity,OCountry,OLatitude,OLongitude,Daname,DCity,DCountry,DLatitude,DLongitude
2008,1,5,6,905,835,1419,1350,WN,557,N737JW,194,195,181,29,30,DEN,BWI,1491,4,9,0,,0,3,0,0,0,"26",Denver Intl,Denver,United States,39.861656,-104.673178,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,5,6,716,715,1032,1035,WN,968,N699SW,136,140,116,-3,1,DEN,HOU,883,4,16,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,5,6,1206,1155,1320,1255,WN,341,N342SW,134,120,116,25,11,DEN,LAS,629,3,15,0,,0,11,0,14,0,"0",Denver Intl,Denver,United States,39.861656,-104.673178,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,5,6,944,930,1105,1025,WN,583,N352SW,141,115,114,40,14,DEN,LAS,629,5,22,0,,0,10,0,26,0,"4",Denver Intl,Denver,United States,39.861656,-104.673178,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,5,6,1424,1425,1525,1525,WN,3328,N718SW,121,120,103,0,-1,DEN,LAS,629,8,10,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,5,6,1912,1825,2136,2055,WN,1568,N639SW,84,90,70,41,47,DEN,MCI,533,3,11,0,,0,41,0,0,0,"0",Denver Intl,Denver,United States,39.861656,-104.673178,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
2008,1,5,6,1759,1635,2308,2200,WN,759,N735SA,189,205,175,68,84,DEN,MCO,1545,4,10,0,,0,5,0,0,0,"63",Denver Intl,Denver,United States,39.861656,-104.673178,Orlando Intl,Orlando,United States,28.429394,-81.308994
2008,1,5,6,1130,1130,1434,1445,WN,255,N255WN,124,135,108,-11,0,DEN,MDW,895,5,11,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,5,6,815,815,1124,1135,WN,1218,N262WN,129,140,112,-11,0,DEN,MDW,895,4,13,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,5,6,1339,1320,1637,1635,WN,3050,N260WN,118,135,108,2,19,DEN,MDW,895,3,7,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,5,6,1516,1505,1715,1655,WN,689,N717SA,179,170,159,20,11,DEN,OAK,957,5,15,0,,0,11,0,9,0,"0",Denver Intl,Denver,United States,39.861656,-104.673178,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,5,6,1916,1805,2127,1955,WN,1063,N469WN,191,170,154,92,71,DEN,OAK,957,22,15,0,,0,2,0,21,0,"69",Denver Intl,Denver,United States,39.861656,-104.673178,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,5,6,1411,1405,1628,1630,WN,1760,N315SW,77,85,63,-2,6,DEN,OKC,495,5,9,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733
2008,1,5,6,1156,1120,1349,1315,WN,115,N501SW,113,115,101,34,36,DEN,PHX,602,5,7,0,,0,31,0,0,0,"3",Denver Intl,Denver,United States,39.861656,-104.673178,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,5,6,940,940,1133,1140,WN,1237,N755SA,113,120,99,-7,0,DEN,PHX,602,7,7,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,5,6,1212,1215,1404,1415,WN,472,N306SW,172,180,156,-11,-3,DEN,SEA,1024,5,11,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306
2008,1,5,6,1621,1615,1809,1815,WN,2124,N474WN,168,180,154,-6,6,DEN,SEA,1024,4,10,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306
2008,1,5,6,1707,1625,1841,1750,WN,1852,N498WN,94,85,81,51,42,DEN,SLC,391,3,10,0,,0,27,0,9,0,"15",Denver Intl,Denver,United States,39.861656,-104.673178,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
2008,1,5,6,2056,2050,2219,2215,WN,3331,N728SW,83,85,71,4,6,DEN,SLC,391,3,9,0,,0,NA,NA,NA,NA,"NA",Denver Intl,Denver,United States,39.861656,-104.673178,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
2008,1,5,6,1658,1635,1722,1705,WN,570,N515SW,84,90,73,17,23,DTW,BNA,457,4,7,0,,0,6,0,0,0,"11",Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,5,6,1136,1135,1253,1300,WN,426,N656SW,77,85,65,-7,1,DTW,BWI,408,4,8,0,,0,NA,NA,NA,NA,"NA",Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,5,6,655,655,811,815,WN,3054,N745SW,76,80,61,-4,0,DTW,BWI,408,4,11,0,,0,NA,NA,NA,NA,"NA",Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,5,6,1028,1025,1256,1305,WN,424,N396SW,148,160,132,-9,3,DTW,MCO,957,8,8,0,,0,NA,NA,NA,NA,"NA",Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389,Orlando Intl,Orlando,United States,28.429394,-81.308994
2008,1,5,6,1716,1715,1724,1725,WN,581,N695SW,68,70,50,-1,1,DTW,MDW,229,6,12,0,,0,NA,NA,NA,NA,"NA",Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,5,6,1225,1225,1231,1230,WN,1654,N685SW,66,65,54,1,0,DTW,MDW,229,4,8,0,,0,NA,NA,NA,NA,"NA",Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,5,6,1436,1435,1439,1440,WN,3665,N525SW,63,65,51,-1,1,DTW,MDW,229,3,9,0,,0,NA,NA,NA,NA,"NA",Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,5,6,714,715,745,755,WN,309,N336SW,91,100,75,-10,-1,DTW,STL,440,4,12,0,,0,NA,NA,NA,NA,"NA",Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,5,6,1716,1715,1800,1810,WN,1003,N523SW,44,55,35,-10,1,ELP,ABQ,223,3,6,0,,0,NA,NA,NA,NA,"NA",El Paso Intl,El Paso,United States,31.80725,-106.377583,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944
2008,1,5,6,1725,1635,1944,1900,WN,330,N299WN,79,85,68,44,50,ELP,AUS,528,5,6,0,,0,2,0,0,0,"42",El Paso Intl,El Paso,United States,31.80725,-106.377583,Austin Bergstrom Intl,Austin,United States,30.194528,-97.669889
2008,1,5,6,905,905,1131,1135,WN,23,N333SW,86,90,74,-4,0,ELP,DAL,562,4,8,0,,0,NA,NA,NA,NA,"NA",El Paso Intl,El Paso,United States,31.80725,-106.377583,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1658,1610,1917,1840,WN,1156,N510SW,79,90,71,37,48,ELP,DAL,562,3,5,0,,0,0,0,0,0,"37",El Paso Intl,El Paso,United States,31.80725,-106.377583,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1720,1710,2010,1955,WN,14,N450WN,110,105,93,15,10,ELP,HOU,677,4,13,0,,0,1,0,5,0,"9",El Paso Intl,El Paso,United States,31.80725,-106.377583,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,5,6,1359,1340,1647,1625,WN,2280,N642WN,108,105,93,22,19,ELP,HOU,677,4,11,0,,0,9,0,3,0,"10",El Paso Intl,El Paso,United States,31.80725,-106.377583,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,5,6,1656,1625,1754,1715,WN,1593,N417WN,118,110,94,39,31,ELP,LAS,584,16,8,0,,0,12,0,8,0,"19",El Paso Intl,El Paso,United States,31.80725,-106.377583,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,5,6,1831,1825,2002,1935,WN,1414,N364SW,151,130,111,27,6,ELP,LAX,714,35,5,0,,0,6,0,21,0,"0",El Paso Intl,El Paso,United States,31.80725,-106.377583,Los Angeles Intl,Los Angeles,United States,33.942536,-118.408075
2008,1,5,6,808,810,920,930,WN,674,N510SW,72,80,59,-10,-2,ELP,PHX,347,4,9,0,,0,NA,NA,NA,NA,"NA",El Paso Intl,El Paso,United States,31.80725,-106.377583,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,5,6,1231,1230,1347,1345,WN,2094,N600WN,76,75,56,2,1,ELP,PHX,347,9,11,0,,0,NA,NA,NA,NA,"NA",El Paso Intl,El Paso,United States,31.80725,-106.377583,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,5,6,1043,1040,1223,1130,WN,3748,N726SW,160,110,142,53,3,ELP,SAN,636,5,13,0,,0,0,0,53,0,"0",El Paso Intl,El Paso,United States,31.80725,-106.377583,San Diego Intl,San Diego,United States,32.733556,-117.189667
2008,1,5,6,727,730,940,950,WN,348,N344SW,73,80,63,-10,-3,ELP,SAT,496,3,7,0,,0,NA,NA,NA,NA,"NA",El Paso Intl,El Paso,United States,31.80725,-106.377583,San Antonio Intl,San Antonio,United States,29.533694,-98.469778
2008,1,5,6,1145,1145,1408,1405,WN,3419,N779SW,83,80,64,3,0,ELP,SAT,496,3,16,0,,0,NA,NA,NA,NA,"NA",El Paso Intl,El Paso,United States,31.80725,-106.377583,San Antonio Intl,San Antonio,United States,29.533694,-98.469778
2008,1,5,6,1419,1410,1548,1530,WN,2380,N244WN,149,140,115,18,9,FLL,BNA,793,5,29,0,,0,9,0,9,0,"0",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,5,6,1309,1315,1543,1550,WN,219,N256WN,154,155,125,-7,-6,FLL,BWI,925,3,26,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,5,6,640,640,912,910,WN,1750,N239WN,152,150,131,2,0,FLL,BWI,925,6,15,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,5,6,705,705,844,905,WN,2011,N490WN,159,180,140,-21,0,FLL,HOU,957,3,16,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,5,6,949,950,1241,1235,WN,1310,N469WN,172,165,151,6,-1,FLL,ISP,1093,4,17,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
2008,1,5,6,1647,1645,1821,1800,WN,431,N617SW,94,75,51,21,2,FLL,JAX,318,10,33,0,,0,0,0,21,0,"0",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Jacksonville Intl,Jacksonville,United States,30.494056,-81.687861
2008,1,5,6,1104,1040,1218,1155,WN,3225,N610WN,74,75,51,23,24,FLL,JAX,318,6,17,0,,0,20,0,0,0,"3",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Jacksonville Intl,Jacksonville,United States,30.494056,-81.687861
2008,1,5,6,2130,2040,2226,2150,WN,3514,N453WN,56,70,46,36,50,FLL,JAX,318,3,7,0,,0,9,0,0,0,"27",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Jacksonville Intl,Jacksonville,United States,30.494056,-81.687861
2008,1,5,6,1603,1515,1704,1615,WN,365,N269WN,61,60,34,49,48,FLL,MCO,178,4,23,0,,0,44,0,1,0,"4",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Orlando Intl,Orlando,United States,28.429394,-81.308994
2008,1,5,6,1308,1300,1410,1400,WN,718,N476WN,62,60,31,10,8,FLL,MCO,178,5,26,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Orlando Intl,Orlando,United States,28.429394,-81.308994
2008,1,5,6,2032,2015,2242,2220,WN,485,N661SW,190,185,168,22,17,FLL,MDW,1166,6,16,0,,0,17,0,5,0,"0",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,5,6,1141,1120,1407,1335,WN,1220,N283WN,206,195,170,32,21,FLL,MDW,1166,4,32,0,,0,21,0,11,0,"0",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,5,6,806,805,1015,1015,WN,2881,N612SW,189,190,172,0,1,FLL,MDW,1166,4,13,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,5,6,1157,1145,1452,1440,WN,434,N647SW,175,175,146,12,12,FLL,PHL,992,4,25,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
2008,1,5,6,1903,1905,2133,2150,WN,3223,N660SW,150,165,132,-17,-2,FLL,PHL,992,3,15,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
2008,1,5,6,1813,1810,2005,2010,WN,2889,N528SW,172,180,154,-5,3,FLL,STL,1056,2,16,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,5,6,1532,1540,1634,1640,WN,549,N650SW,62,60,35,-6,-8,FLL,TPA,197,17,10,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Tampa Intl,Tampa,United States,27.975472,-82.53325
2008,1,5,6,1219,1220,1322,1325,WN,1936,N694SW,63,65,35,-3,-1,FLL,TPA,197,3,25,0,,0,NA,NA,NA,NA,"NA",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Tampa Intl,Tampa,United States,27.975472,-82.53325
2008,1,5,6,1434,1400,1548,1500,WN,3399,N610WN,74,60,40,48,34,FLL,TPA,197,5,29,0,,0,2,0,14,0,"32",Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275,Tampa Intl,Tampa,United States,27.975472,-82.53325
2008,1,5,6,730,735,928,935,WN,196,N203WN,58,60,46,-7,-5,GEG,BOI,287,3,9,0,,0,NA,NA,NA,NA,"NA",Spokane Intl,Spokane,United States,47.619861,-117.533833,Boise Air Terminal,Boise,United States,43.564361,-116.222861
2008,1,5,6,1747,1645,1942,1845,WN,1403,N659SW,55,60,46,57,62,GEG,BOI,287,2,7,0,,0,0,0,0,0,"57",Spokane Intl,Spokane,United States,47.619861,-117.533833,Boise Air Terminal,Boise,United States,43.564361,-116.222861
2008,1,5,6,1158,1200,1405,1420,WN,2726,N484WN,127,140,114,-15,-2,GEG,LAS,806,5,8,0,,0,NA,NA,NA,NA,"NA",Spokane Intl,Spokane,United States,47.619861,-117.533833,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,5,6,1456,1420,1659,1630,WN,2208,N675AA,123,130,111,29,36,GEG,OAK,723,4,8,0,,0,12,0,0,0,"17",Spokane Intl,Spokane,United States,47.619861,-117.533833,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,5,6,1012,1005,1115,1110,WN,2558,N649SW,63,65,52,5,7,GEG,PDX,279,2,9,0,,0,NA,NA,NA,NA,"NA",Spokane Intl,Spokane,United States,47.619861,-117.533833,Portland Intl,Portland,United States,45.588722,-122.5975
2008,1,5,6,943,940,1102,1040,WN,73,N636WN,79,60,61,22,3,GEG,SEA,224,4,14,0,,0,0,0,22,0,"0",Spokane Intl,Spokane,United States,47.619861,-117.533833,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306
2008,1,5,6,1451,1330,1544,1430,WN,151,N258WN,53,60,43,74,81,GEG,SEA,224,3,7,0,,0,8,0,0,0,"66",Spokane Intl,Spokane,United States,47.619861,-117.533833,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306
2008,1,5,6,1345,1330,1613,1605,WN,337,N456WN,88,95,73,8,15,GEG,SLC,546,4,11,0,,0,NA,NA,NA,NA,"NA",Spokane Intl,Spokane,United States,47.619861,-117.533833,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
2008,1,5,6,1351,1345,1456,1500,WN,901,N615SW,125,135,112,-4,6,HOU,ABQ,759,4,9,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944
2008,1,5,6,1330,1330,1408,1415,WN,2124,N474WN,38,45,28,-7,0,HOU,AUS,148,4,6,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Austin Bergstrom Intl,Austin,United States,30.194528,-97.669889
2008,1,5,6,1001,1000,1041,1045,WN,2358,N332SW,40,45,29,-4,1,HOU,AUS,148,5,6,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Austin Bergstrom Intl,Austin,United States,30.194528,-97.669889
2008,1,5,6,1649,1645,1813,1820,WN,342,N753SW,84,95,73,-7,4,HOU,BHM,570,2,9,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Birmingham Intl,Birmingham,United States,33.562942,-86.75355
2008,1,5,6,2036,2015,2213,2200,WN,14,N243WN,97,105,88,13,21,HOU,BNA,670,4,5,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,5,6,915,900,1048,1045,WN,147,N321SW,93,105,83,3,15,HOU,BNA,670,4,6,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,5,6,1014,945,1351,1335,WN,268,N331SW,157,170,145,16,29,HOU,BWI,1246,4,8,0,,0,10,0,0,0,"6",William P Hobby,Houston,United States,29.645419,-95.278889,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,5,6,1948,1950,2330,2340,WN,3408,N770SA,162,170,149,-10,-2,HOU,BWI,1246,6,7,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,5,6,1254,1255,1336,1345,WN,21,N687SW,42,50,32,-9,-1,HOU,CRP,187,2,8,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Corpus Christi Intl,Corpus Christi,United States,27.770361,-97.501222
2008,1,5,6,731,730,824,825,WN,6,N638SW,53,55,43,-1,1,HOU,DAL,239,4,6,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,859,900,958,955,WN,12,N677AA,59,55,45,3,-1,HOU,DAL,239,3,11,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1032,1030,1128,1125,WN,18,N523SW,56,55,43,3,2,HOU,DAL,239,7,6,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1213,1200,1308,1255,WN,24,N511SW,55,55,44,13,13,HOU,DAL,239,3,8,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1300,1300,1353,1355,WN,28,N669SW,53,55,42,-2,0,HOU,DAL,239,3,8,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1406,1400,1500,1455,WN,32,N340LV,54,55,42,5,6,HOU,DAL,239,5,7,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1528,1530,1619,1625,WN,38,N687SW,51,55,43,-6,-2,HOU,DAL,239,3,5,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1639,1630,1731,1725,WN,42,N308SA,52,55,42,6,9,HOU,DAL,239,3,7,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1858,1830,1948,1925,WN,50,N519SW,50,55,41,23,28,HOU,DAL,239,3,6,0,,0,0,0,0,0,"23",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1702,1700,1755,1755,WN,749,N473WN,53,55,43,0,2,HOU,DAL,239,4,6,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,5,6,1315,1310,1439,1440,WN,689,N717SA,144,150,132,-1,5,HOU,DEN,883,5,7,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Denver Intl,Denver,United States,39.861656,-104.673178
2008,1,5,6,1728,1650,1846,1820,WN,2367,N642WN,138,150,125,26,38,HOU,DEN,883,6,7,0,,0,11,0,0,0,"15",William P Hobby,Houston,United States,29.645419,-95.278889,Denver Intl,Denver,United States,39.861656,-104.673178
2008,1,5,6,1614,1550,1659,1650,WN,807,N450WN,105,120,93,9,24,HOU,ELP,677,7,5,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,El Paso Intl,El Paso,United States,31.80725,-106.377583
2008,1,5,6,924,920,1228,1245,WN,1665,N256WN,124,145,113,-17,4,HOU,FLL,957,3,8,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
2008,1,5,6,1224,1220,1322,1320,WN,19,N664WN,58,60,43,2,4,HOU,HRL,276,2,13,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Valley Intl,Harlingen,United States,26.2285,-97.654389
2008,1,5,6,915,920,1008,1020,WN,253,N511SW,53,60,46,-12,-5,HOU,HRL,276,2,5,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Valley Intl,Harlingen,United States,26.2285,-97.654389
2008,1,5,6,1730,1715,1836,1825,WN,205,N700GS,66,70,52,11,15,HOU,JAN,359,3,11,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Jackson Evers Intl,Jackson,United States,32.311167,-90.075889
2008,1,5,6,706,705,803,810,WN,534,N445WN,57,65,50,-7,1,HOU,JAN,359,2,5,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Jackson Evers Intl,Jackson,United States,32.311167,-90.075889
2008,1,5,6,1353,1325,1645,1625,WN,23,N333SW,112,120,95,20,28,HOU,JAX,816,4,13,0,,0,19,0,0,0,"1",William P Hobby,Houston,United States,29.645419,-95.278889,Jacksonville Intl,Jacksonville,United States,30.494056,-81.687861
2008,1,5,6,2009,1945,2112,2105,WN,657,N483WN,183,200,174,7,24,HOU,LAS,1235,3,6,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,5,6,740,740,857,900,WN,1258,N729SW,197,200,184,-3,0,HOU,LAS,1235,5,8,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,5,6,800,800,935,940,WN,971,N764SW,215,220,200,-5,0,HOU,LAX,1390,7,8,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Los Angeles Intl,Los Angeles,United States,33.942536,-118.408075
2008,1,5,6,1830,1825,2002,2010,WN,1113,N720WN,212,225,196,-8,5,HOU,LAX,1390,10,6,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Los Angeles Intl,Los Angeles,United States,33.942536,-118.408075
2008,1,5,6,1927,1930,2044,2055,WN,701,N308SA,77,85,65,-11,-3,HOU,MAF,441,4,8,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Midland Intl,Midland,United States,31.942528,-102.201914
2008,1,5,6,857,855,1202,1205,WN,3,N624SW,125,130,109,-3,2,HOU,MCO,848,8,8,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Orlando Intl,Orlando,United States,28.429394,-81.308994
2008,1,5,6,2020,2020,2317,2325,WN,51,N716SW,117,125,103,-8,0,HOU,MCO,848,6,8,0,,0,NA,NA,NA,NA,"NA",William P Hobby,Houston,United States,29.645419,-95.278889,Orlando Intl,Orlando,United States,28.429394,-81.308994
